infinitive,class,stress
согласова́ть,2,a
позабы́ть,irreg,
позабыва́ть,1,a
хмы́кнуть,3,a
отрази́ться,4,b
подки́дывать,1,a
включи́ться,4,b
включа́ться,1,a
ознако́миться,4,a
закры́ться,12,a
ознакомля́ться,1,a
отвяза́ться,6,c
зашиби́ть,irreg,
проанализи́ровать,2,a
взорва́ться,6,b
взрыва́ться,1,a
функциони́ровать,2,a
реализова́ться,2,a
ушиба́ть,1,a
ушиби́ть,irreg,
согре́ться,12,a
обезру́четь,1,a
отвя́зываться,1,a
проплы́ть,16,b
уплыва́ть,1,a
подразумева́ть,1,a
выплыва́ть,1,a
повтори́ться,4,b
попла́вать,1,a
сыгра́ться,1,a
сплоти́ть,4,b
сти́скивать,1,a
согрева́ться,1,a
доня́ть,14,b
сгуби́ть,4,c
вы́мыть,12,a
вня́ть,14,c
погуби́ть,4,c
умы́ть,12,a
унима́ть,1,a
донима́ть,1,a
умыва́ть,1,a
приподнима́ть,1,a
рассла́биться,4,a
расслабля́ться,1,a
приподня́ться,14,c
приподнима́ться,1,a
перегна́ть,5,c
нагна́ть,5,c
прогна́ть,5,c
разогна́ть,5,c
отогна́ть,5,c
погна́ться,5,c
обогна́ть,5,c
вы́казать,6,a
смиря́ть,1,a
спла́чивать,1,a
смири́ться,4,b
пересказа́ть,6,c
разогна́ться,5,c
вби́ть,11,b
гна́ться,5,c
переска́зывать,1,a
выка́зывать,1,a
смири́ть,4,b
подби́ть,11,b
взби́ть,11,b
доби́ть,11,b
угоня́ть,1,a
разби́ться,11,b
пригоня́ть,1,a
отби́ть,11,b
отби́ться,11,b
вымыва́ть,1,a
приби́ть,11,b
гоня́ться,1,a
взбива́ть,1,a
отгоня́ть,1,a
нагоня́ть,1,a
заби́ться,11,b
оговори́ть,4,b
прибива́ть,1,a
отбива́ть,1,a
разгоня́ть,1,a
сти́снуть,3,a
обива́ть,1,a
разбива́ться,1,a
подговори́ть,4,b
отбива́ться,1,a
разгоня́ться,1,a
влюбля́ть,1,a
набива́ться,1,a
согна́ть,5,c
изгоня́ть,1,a
забива́ться,1,a
мири́ть,4,b
избы́ть,irreg,
вы́быть,irreg,
смиря́ться,1,a
наби́ться,11,b
пробы́ть,irreg,
каза́ть,6,c
выбыва́ть,1,a
оби́ть,11,b
обгоня́ть,1,a
сгоня́ть,1,a
оттолкну́ть,3,b
вы́биться,11,a
разморо́зить,4,a
погоня́ться,1,a
отта́лкивать,1,a
прогоня́ть,1,a
сверста́ть,1,a
перегоня́ть,1,a
отбы́ть,irreg,
верста́ть,1,a
свя́зываться,1,a
подта́лкивать,1,a
выбива́ться,1,a
размора́живать,1,a
сочета́ться,1,a
подтолкну́ть,3,b
натолкну́ться,3,b
слива́ть,1,a
отта́лкиваться,1,a
столкну́ть,3,b
обда́ть,irreg,
оттолкну́ться,3,b
ста́лкивать,1,a
ната́лкиваться,1,a
ната́лкивать,1,a
сли́ть,11,b
натолкну́ть,3,b
стрено́жить,4,a
обезру́чить,4,a
наверста́ть,1,a
прети́ть,4,b
руча́ться,1,a
проду́мать,1,a
подда́ть,irreg,
созда́ться,irreg,
слива́ться,1,a
поддава́ть,13,b
отдава́ться,13,b
сли́ться,11,b
рукополага́ть,1,a
отда́ться,irreg,
проследи́ть,4,b
стя́гивать,1,a
навёрстывать,1,a
задава́ться,13,b
втяну́ть,3,c
стяну́ть,3,c
превозвыша́ть,1,a
одоле́ть,1,a
просле́живать,1,a
затя́гивать,1,a
затяну́ть,3,c
зада́ться,irreg,
подтяну́ть,3,c
поручи́ться,4,c
подтя́гивать,1,a
втя́гивать,1,a
закля́сть,irreg,
заклина́ть,1,a
рукоположи́ть,4,b
распа́сться,7,b
опада́ть,1,a
отпа́сть,7,b
впа́сть,7,b
впада́ть,1,a
одолева́ть,1,a
опа́сть,7,b
запада́ть,1,a
запа́дать,1,a
обмота́ть,1,a
распада́ться,1,a
погуля́ть,1,a
погаси́ть,4,c
обма́тывать,1,a
выжива́ть,1,a
устрани́ть,4,b
основа́ться,2,b
вы́числить,4,a
устраня́ть,1,a
вычисля́ть,1,a
гаси́ть,4,c
обосно́вывать,1,a
осно́вываться,1,a
возвести́,7,b
ворожи́ть,4,b
отпада́ть,1,a
отпа́дать,1,a
возводи́ть,4,b
обоснова́ть,2,b
отреаги́ровать,2,a
опери́ровать,2,a
набира́ться,1,a
пробра́ть,6,b
перебра́ть,6,b
набра́ться,6,b
накорми́ть,4,c
прокорми́ть,4,c
расши́риться,4,a
ощути́ться,4,b
зате́ять,6,a
забежа́ть,5,b
мота́ть,1,a
выбира́ться,1,a
ощуща́ться,1,a
затева́ть,1,a
распоряжа́ться,1,a
расширя́ться,1,a
усади́ть,4,c
запа́сть,7,b
различи́ться,4,b
предоста́виться,4,a
разреши́ться,4,b
прорыва́ться,1,a
развали́ть,4,c
предоставля́ться,1,a
развали́ться,4,c
поменя́ться,1,a
забе́гать,1,a
забега́ть,1,a
уса́живать,1,a
сменя́ть,1,a
разва́ливать,1,a
различа́ться,1,a
разреша́ться,1,a
устра́иваться,1,a
смени́ться,4,c
разва́ливаться,1,a
погружа́ть,1,a
снабди́ть,4,b
грузи́ться,4,c
бедне́ть,1,a
добива́ть,1,a
чуда́чить,4,a
шале́ть,1,a
чи́слиться,4,a
остужа́ть,1,a
продли́ть,4,b
озабо́тить,4,a
потащи́ть,4,c
подскочи́ть,4,c
просро́чивать,1,a
зата́скивать,1,a
погружа́ться,1,a
попи́ть,11,b
обхвати́ть,4,c
охладева́ть,1,a
застре́ливать,1,a
предписа́ть,6,c
отме́ривать,1,a
вписа́ть,6,c
ужесточа́ть,1,a
отстрани́ть,4,b
сменя́ться,1,a
продлева́ть,1,a
расписа́ть,6,c
воплоти́ть,4,b
тормози́ть,4,b
паркова́ть,2,a
дочита́ть,1,a
расписа́ться,6,c
предпи́сывать,1,a
вычи́тывать,1,a
списа́ть,6,c
пре́ть,1,a
нажи́ть,16,b
чи́слить,4,a
прибли́зить,4,a
погрузи́ться,4,b
студи́ть,4,c
припарко́вывать,2,a
раски́дывать,1,a
овладева́ть,1,a
отме́рять,1,a
отмеря́ть,1,a
прибли́живать,1,a
приближа́ть,1,a
указа́ться,6,c
разлуча́ть,1,a
воплоща́ть,1,a
избавля́ть,1,a
уче́сться,7,b
напеча́таться,1,a
заде́лать,1,a
уси́литься,4,a
ука́зываться,1,a
спу́таться,1,a
учи́тываться,1,a
порекомендова́ться,2,a
проде́лывать,1,a
достига́ться,1,a
отде́лать,1,a
подска́кивать,1,a
печа́таться,1,a
обеспе́чиваться,1,a
обнару́живаться,1,a
сообща́ться,1,a
озабо́чивать,1,a
отде́лывать,1,a
обеспе́читься,4,a
пу́таться,1,a
обви́ть,11,b
уви́ть,11,b
зачи́тывать,1,a
отде́лываться,1,a
счи́тывать,1,a
просыпа́ть,1,a
просы́пать,6,a
уви́ться,11,b
залива́ть,1,a
отде́латься,1,a
сообщи́ться,4,b
разла́мывать,1,a
рекомендова́ться,2,a
увива́ть,1,a
порекомендова́ть,2,a
просты́нуть,3,a
изба́вить,4,a
обдава́ть,13,b
простыва́ть,1,a
зали́ться,11,b
пристава́ть,13,b
выска́зываться,1,a
зача́ть,14,b
отозва́ть,6,b
рассуди́ть,4,c
уси́ливаться,1,a
подли́ть,11,b
запу́таться,1,a
запу́тываться,1,a
опроси́ть,4,c
поигра́ть,1,a
пра́здновать,2,a
наплева́ть,2,b
пролете́ть,5,b
опра́шивать,1,a
познава́ть,13,b
преоблада́ть,1,a
позна́ть,1,a
интегри́ровать,2,a
пролета́ть,1,a
полета́ть,1,a
вовле́чь,8,b
вовлека́ть,1,a
прити́хнуть,3,a
опроки́нуть,3,a
притиха́ть,1,a
рожда́ть,1,a
опроки́дывать,1,a
ри́нуть,3,a
сре́зать,6,a
среза́ть,1,a
ре́ять,6,a
ри́нуться,3,a
отмахну́ться,3,b
отма́хивать,1,a
отма́хиваться,1,a
отмахну́ть,3,b
отмаха́ть,6,c
ссуди́ть,4,c
одолжи́ть,4,b
ссужа́ть,1,a
устреми́ть,4,b
застыди́ться,4,b
оживля́ться,1,a
повесели́ться,4,b
накопля́ть,1,a
зна́читься,4,a
оживи́ться,4,b
привести́сь,7,b
позабо́титься,4,a
накопи́ться,4,c
постыди́ться,4,b
копи́ться,4,c
уда́риться,4,a
устремля́ть,1,a
ударя́ться,1,a
подружи́ться,4,c
растворя́ться,1,a
приводи́ться,4,c
накопля́ться,1,a
таи́ться,4,b
оживля́ть,1,a
нака́пливать,1,a
нака́пливаться,1,a
копи́ть,4,c
устреми́ться,4,b
стыди́ться,4,b
раствори́ться,4,b
прости́ться,4,b
загора́ться,1,a
устремля́ться,1,a
развесели́ться,4,b
загоре́ться,5,b
весели́ться,4,b
задви́нуть,3,a
поня́ться,14,b
посме́иваться,1,a
слома́ться,1,a
передвига́ться,1,a
перемести́ться,4,b
понима́ться,1,a
опусте́ть,1,a
обнови́ть,4,b
спасти́сь,7,b
окра́сить,4,a
обновля́ть,1,a
спаса́ться,1,a
отключи́ть,4,b
уста́ивать,1,a
окра́шивать,1,a
пусте́ть,1,a
закружи́ть,4,c
устоя́ть,5,b
отключа́ть,1,a
передви́нуть,3,a
перемеща́ться,1,a
вы́говорить,4,a
передви́нуться,3,a
